1,1,657.51,440.79,56.56,8.91,1,5,1.00
2,1,657.45,440.74,56.59,8.91,1,5,1.00
3,1,657.39,440.70,56.62,8.91,1,5,1.00
4,1,657.33,440.66,56.66,8.91,1,5,1.00
5,1,657.27,440.61,56.69,8.90,1,5,1.00
6,1,657.21,440.57,56.71,8.90,1,5,1.00
7,1,657.16,440.40,56.84,9.02,1,5,1.00
8,1,657.10,440.23,56.97,9.14,1,5,1.00
9,1,657.04,440.06,57.11,9.27,1,5,1.00
10,1,656.98,439.89,57.24,9.39,1,5,1.00
11,1,656.92,439.71,57.36,9.52,1,5,1.00
12,1,656.86,439.73,57.26,9.46,1,5,1.00
13,1,656.81,439.74,57.16,9.40,1,5,1.00
14,1,656.75,439.76,57.06,9.34,1,5,1.00
15,1,656.69,439.77,56.97,9.28,1,5,1.00
16,1,656.63,439.79,56.87,9.21,1,5,1.00
17,1,656.28,439.84,56.95,9.16,1,5,1.00
18,1,655.93,439.90,57.03,9.10,1,5,1.00
19,1,655.58,439.96,57.11,9.04,1,5,1.00
20,1,655.23,440.01,57.19,8.99,1,5,1.00
21,1,654.88,440.07,57.26,8.93,1,5,1.00
22,1,654.59,440.24,57.21,8.91,1,5,1.00
23,1,654.29,440.41,57.16,8.88,1,5,1.00
24,1,654.00,440.59,57.11,8.85,1,5,1.00
25,1,653.71,440.76,57.06,8.83,1,5,1.00
26,1,653.41,440.93,57.01,8.80,1,5,1.00
27,1,652.99,440.97,56.86,8.83,1,5,1.00
28,1,652.58,441.01,56.71,8.86,1,5,1.00
29,1,652.16,441.06,56.56,8.89,1,5,1.00
30,1,651.74,441.10,56.41,8.91,1,5,1.00
31,1,651.31,441.14,56.26,8.94,1,5,1.00
32,1,650.71,441.34,56.53,9.02,1,5,1.00
33,1,650.12,441.54,56.79,9.10,1,5,1.00
34,1,649.53,441.74,57.06,9.18,1,5,1.00
35,1,648.93,441.94,57.33,9.26,1,5,1.00
36,1,648.34,442.14,57.59,9.34,1,5,1.00
37,1,647.95,442.29,57.36,9.24,1,5,1.00
38,1,647.56,442.43,57.14,9.12,1,5,1.00
39,1,647.18,442.57,56.91,9.01,1,5,1.00
40,1,646.79,442.71,56.68,8.91,1,5,1.00
41,1,646.41,442.86,56.45,8.80,1,5,1.00
42,1,645.53,443.04,56.77,8.89,1,5,1.00
43,1,644.66,443.23,57.09,8.99,1,5,1.00
44,1,643.78,443.41,57.41,9.09,1,5,1.00
45,1,642.90,443.60,57.73,9.18,1,5,1.00
46,1,642.02,443.79,58.05,9.27,1,5,1.00
47,1,641.56,443.84,57.91,9.29,1,5,1.00
48,1,641.09,443.88,57.78,9.30,1,5,1.00
49,1,640.62,443.93,57.65,9.31,1,5,1.00
50,1,640.16,443.97,57.51,9.33,1,5,1.00
51,1,639.69,444.02,57.38,9.34,1,5,1.00
52,1,638.51,444.09,57.61,9.38,1,5,1.00
53,1,637.34,444.16,57.84,9.42,1,5,1.00
54,1,636.17,444.22,58.07,9.46,1,5,1.00
